ID,维度,标题,优先级,前置条件,测试数据,操作步骤,预期结果,指引来源,关联工具,自动化建议,展开规则,生成时间,设计状态,终端覆盖类型,terminal,agent,OS,Node/npm,shell,TTY,installLayout,mcpTransport,hookSupport,requiredEvidence,owner,依赖
D5-3,D5客户端,工具全量枚举,P1,各客户端环境,tools/list枚举,①枚举40工具 ②与TOOL_DEFINITIONS diff ③核对schema无残缺,"40 工具全量可达(=tools.mjs 注册源数量),schema完整",标: Azure全MCP协议测试; 仓: tools.mjs基线,mcp-server,脚本,CLIENT_MATRIX|<代表: 10 客户端>|<证据: tools/list 40 工具枚举>|<阻塞: 需各客户端>,2026-09-05,DESIGN_COVERED,CLIENT_MATRIX,<代表: 10 客户端>,Hermes; OpenCode; 声明支持的客户端矩阵,Windows/Linux；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,TTY + non-TTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,按客户端记录,强断言：<证据: tools/list 40 工具枚举>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D6-1,D6性能,检索响应延迟,P2,标准环境,search_docs/retrieve_skill 100次采样,①连续调用采样 ②计算p95,p95<2s,通: 交互工具响应预算; 标: Azure延迟监控,search_docs/retrieve_skill,脚本,COMMON|<代表: Windows x64 + Node22>|<证据: 采样统计 p95>|<阻塞: 需标准环境>,2026-09-05,DESIGN_COVERED,COMMON,<代表: Windows x64 + Node22>,Hermes 代表终端; fake/fixture,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,按用例需要；未涉及则 n/a,强断言：<证据: 采样统计 p95>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D6-3,D6性能,MCP冷启时间,P2,标准环境,MCP server冷启动,①冷启MCP server ②计时到可服务,冷启<5s,标: Agent会话冷启劣化体验,mcp-server,脚本,COMMON|<代表: Windows x64 + Node22>|<证据: 采样统计 p95>|<阻塞: 需标准环境>,2026-09-05,DESIGN_COVERED,COMMON,<代表: Windows x64 + Node22>,Hermes 代表终端; fake/fixture,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,按用例需要；未涉及则 n/a,强断言：<证据: 采样统计 p95>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D6-4,D6性能,并发调度正确性,P1,标准环境,并发工具调用压力,①并发30请求 ②观察消息错序/死锁 ③核对session-manager,无死锁无消息错乱,P: hwlink-fair-queue/multiplexer源码事实; session-manager.test.mjs基线,mcp-server,脚本,COMMON|<代表: Windows x64 + Node22>|<证据: 无死锁无消息错乱>|<阻塞: 需标准环境>,2026-09-05,DESIGN_COVERED,COMMON,<代表: Windows x64 + Node22>,Hermes 代表终端; fake/fixture,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,按用例需要；未涉及则 n/a,强断言：<证据: 无死锁无消息错乱>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D9-9,D9协议,tools/call 超时协议语义与取消,P1,可注入延迟的 MCP 客户端/夹具（支持读取 initialize 返回的 capabilities）,"断言契约：①能力探测=读 initialize.result.capabilities.notifications/cancellation 是否存在——不存在→标记 SPEC-MISMATCH 不假定支持 ②超时错误=JSON-RPC error 对象 {code:-32000, message:含 'timeout'}（精确值）③取消通知=notifications/cancelled 请求（含 requestId）",①源码级: node eval/harness/protocol-probe.mjs 探测 initialize 返回的 capabilities.cancellation（实测当前未声明→SPEC-MISMATCH）②发起 tools/call 注入 30s 挂起 ③客户端超时→断言 error.code===-32000 且 message 含 'timeout' ④若 capabilities.cancellation 存在→发送 notifications/cancelled(requestId=X)→断言服务端 2s 内停止处理（记录 in-flight 标记消失）⑤超时后重新 initialize→tools/list→断言正常（无错乱）,"超时返回 {code:-32000, message 含 'timeout'}（精确断言）；取消能力按 capabilities 实测（不存在→SPEC-MISMATCH 标注而非假定）；取消通知后服务端 2s 内中止（in-flight 清零）；重建连接后 initialize/tools/list 正常响应；无悬挂请求（pending map 空）",规: JSON-RPC 2.0 错误语义; 标: MCP 客户端超时实践; R11 补强: 精确-32000+capabilities探测+2s取消窗口,inspector,脚本,COMMON|<代表: Inspector+夹具>|<证据: JSON-RPC错误对象+capabilities+取消时序>|<阻塞: 取消能力=SPEC待裁决>,2026-09-11,DESIGN_COVERED,COMMON,<代表: Inspector+夹具>,Hermes; MCP Inspector/标准协议客户端,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio + remote,n/a（协议层）,强断言：<证据: JSON-RPC错误对象+capabilities+取消时序>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D8-1,D8质量,文档与能力一致,P2,仓库文档快照,SKILL.md/README全量链接,①链接有效性扫描 ②命令与实际对比 ③CHANGELOG与行为对比,无失效链接无过时命令,标: AWS文档漂移失效; 仓: 高频演进漂移风险,search_docs,半自动,COMMON|<代表: 静态评审人 测试经理>|<证据: 评审记录+链接>|<阻塞: 无>,2026-09-05,DESIGN_COVERED,COMMON,<代表: 静态评审人 测试经理>,Hermes 代表终端; fake/fixture,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,按用例需要；未涉及则 n/a,强断言：<证据: 评审记录+链接>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D8-4,D8质量,引导步骤可机械执行,P1,各SKILL.md,SKILL.md步骤评审,①逐skill评审步骤 ②标记含糊/矛盾/歧义步骤,无含糊步骤(Agent可机械执行),仓: I类违规定义源头; nightly铁律2,retrieve_skill,手动,COMMON|<代表: 静态评审人 测试经理>|<证据: 评审记录+链接>|<阻塞: 无>,2026-09-05,DESIGN_COVERED,COMMON,<代表: 静态评审人 测试经理>,Hermes 代表终端; fake/fixture,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,按用例需要；未涉及则 n/a,强断言：<证据: 评审记录+链接>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D8-6,D8质量,中英文文档一致,P2,README.zh-CN,双语文档对比,①逐节对比README↔README.zh-CN ②核对命令/路径/承诺一致,双源无漂移,仓: 双README结构性风险; 中文区主要受众,search_docs,手动,COMMON|<代表: 静态评审人 测试经理>|<证据: 评审记录+链接>|<阻塞: 无>,2026-09-05,DESIGN_COVERED,COMMON,<代表: 静态评审人 测试经理>,Hermes 代表终端; fake/fixture,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,按用例需要；未涉及则 n/a,强断言：<证据: 评审记录+链接>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D8-7,D8质量,7 个 meta/通用技能指引可机械执行验证,P0,标准环境,core/safety/api-and-sdk/capability-discovery/cli-and-auth/troubleshooting/getting-started 各 SKILL.md,逐技能：retrieve_skill 加载→按指引执行最小路径→核对无外部猜测,7 技能指引均可机械执行，无断链/幻觉步骤,meta 技能指引可执行性（补自 G4）,retrieve_skill/search_docs,半自动,COMMON|<代表: 静态评审人 测试经理>|<证据: 评审记录+链接>|<阻塞: 无>,2026-09-05,DESIGN_COVERED,COMMON,<代表: 静态评审人 测试经理>,Hermes 代表终端; fake/fixture,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,按用例需要；未涉及则 n/a,强断言：<证据: 评审记录+链接>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D9-1,D9协议,tools/list合规,P1,MCP Inspector/客户端,tools/list返回,①tools/list ②逐工具schema校验合法JSON Schema ③核对无残留/重复工具,40 工具 schema 均合法(=tools.mjs 注册源数量),规: MCP规范inputSchema; 标: Azure全协议测试,inspector,脚本,COMMON|<代表: MCP Inspector + Hermes>|<证据: 协议报文>|<阻塞: 无>,2026-09-05,DESIGN_COVERED,COMMON,<代表: MCP Inspector + Hermes>,Hermes; MCP Inspector/标准协议客户端,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio + remote,n/a（协议层）,强断言：<证据: 协议报文>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D9-2,D9协议,JSON-RPC错误码,P1,MCP客户端,协议级错误注入,①源码级: node eval/harness/protocol-probe.mjs 自动发未知方法/非法参数核对错误码 ②构造 -32700/-32600/-32601/-32602/-32603 各类错误 ③核对错误码与 error 对象结构（code/message）,"错误码规范,客户端可处理",规: JSON-RPC 2.0标准,inspector,脚本,COMMON|<代表: MCP Inspector + Hermes>|<证据: 协议报文>|<阻塞: 无>,2026-09-05,DESIGN_COVERED,COMMON,<代表: MCP Inspector + Hermes>,Hermes; MCP Inspector/标准协议客户端,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio + remote,n/a（协议层）,强断言：<证据: 协议报文>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D9-3,D9协议,tools/call响应格式,P1,MCP客户端,成功/失败调用,①成功调用核对content结构 ②失败调用核对isError语义,content数组+isError语义正确,规: MCP规范content/isError,inspector,脚本,COMMON|<代表: MCP Inspector + Hermes>|<证据: 协议报文>|<阻塞: 无>,2026-09-05,DESIGN_COVERED,COMMON,<代表: MCP Inspector + Hermes>,Hermes; MCP Inspector/标准协议客户端,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio + remote,n/a（协议层）,强断言：<证据: 协议报文>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D9-4,D9协议,协议生命周期,P1,MCP客户端,握手时序,①initialize→tools/list→tools/call标准序 ②非法时序被拒 ③capabilities协商,强制时序被遵守,规: MCP initialize握手,inspector,脚本,COMMON|<代表: MCP Inspector + Hermes>|<证据: 协议报文>|<阻塞: 无>,2026-09-05,DESIGN_COVERED,COMMON,<代表: MCP Inspector + Hermes>,Hermes; MCP Inspector/标准协议客户端,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio + remote,n/a（协议层）,强断言：<证据: 协议报文>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D9-5,D9协议,stdio传输健壮,P1,stdio通道,大payload/超长/并发/断连,①大payload ②超长输出 ③并发 ④断连恢复 ⑤核对stdout纯协议无日志污染,通传输不崩不污染协议通道,规: stdio stdout纯协议; 仓: console误入stdout高发,mcp-server,脚本,COMMON|<代表: MCP Inspector + Hermes>|<证据: 协议报文>|<阻塞: 无>,2026-09-05,DESIGN_COVERED,COMMON,<代表: MCP Inspector + Hermes>,Hermes; MCP Inspector/标准协议客户端,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio + remote,n/a（协议层）,强断言：<证据: 协议报文>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D9-6,D9协议,跨客户端互通,P1,Inspector+≥3真实客户端,协议互通冒烟,①Inspector全通过 ②3客户端互通冒烟,全客户端协议互通,标: Azure真实客户端套件; 官方Inspector标准校验,inspector,脚本,COMMON|<代表: MCP Inspector + Hermes>|<证据: 协议报文>|<阻塞: 无>,2026-09-05,DESIGN_COVERED,COMMON,<代表: MCP Inspector + Hermes>,Hermes; MCP Inspector/标准协议客户端,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio + remote,n/a（协议层）,强断言：<证据: 协议报文>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D9-7,D9协议,协议版本协商降级,P2,老版本客户端模拟,capabilities缺失/低版本,①模拟老客户端initialize ②核对协商或明确报错,不挂死且正确降级,规: protocolVersion协商,mcp-server,脚本,COMMON|<代表: MCP Inspector + Hermes>|<证据: 协议报文>|<阻塞: 无>,2026-09-05,DESIGN_COVERED,COMMON,<代表: MCP Inspector + Hermes>,Hermes; MCP Inspector/标准协议客户端,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio + remote,n/a（协议层）,强断言：<证据: 协议报文>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D9-8,D9协议,inputSchema版本合规,P2,tools/list返回,schema版本标注,①逐schema核对JSON Schema版本 ②核对无混用(draft-07/2020-12),版本统一且明确,规: MCP限定合法JSON Schema,inspector,脚本,COMMON|<代表: MCP Inspector + Hermes>|<证据: 协议报文>|<阻塞: 无>,2026-09-05,DESIGN_COVERED,COMMON,<代表: MCP Inspector + Hermes>,Hermes; MCP Inspector/标准协议客户端,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,non-TTY；需要交互时必须提供 PTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio + remote,n/a（协议层）,强断言：<证据: 协议报文>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D10-3,D10评测,路由准确率+混淆矩阵,P1,真实Agent+插件,20+服务自然语言任务,①源码级: 直调 serviceCatalog(intent) 核对中/英文意图→服务路由映射(无需LLM) ②评测集: 逐任务记录路由 ③生成混淆矩阵 ④定位错路由去向,"源码级路由断言: serviceCatalog 中/英文意图均命中对应服务; 评测级: 路由准确率≥90%,错路由可定位",标: Azure e2eTestPrompts; 混淆矩阵方法论,harness,脚本,CLIENT_MATRIX|<代表: 10 客户端>|<证据: 评测集结果+模型参数>|<阻塞: 评测预算>,2026-09-05,DESIGN_COVERED,CLIENT_MATRIX,<代表: 10 客户端>,OpenCode; Codex; CodeArtsAgent; CodeArtsWork; WorkBuddy; DSH; OfficeAce; Hermes; OpenClaw; AtomCode,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,TTY + non-TTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,按客户端记录,强断言：<证据: 评测集结果+模型参数>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
D10-4,D10评测,安全干预-静态规则层,P0,源码+已安装插件,cloud-risk-rules.json 规则库(16条),①直调 loadRiskRules 核对规则数与 severity 分布 ②evaluateCommandRisk 输入高危命令(cat凭证/env-dump/删资源)与只读命令 ③核对 decision 三态(deny/warn/allow),"规则库完整加载(9 deny + 7 warn);高危命令判 deny、只读命令判 allow,不带 token",实: risk-rule-engine.mjs; 仓: safety/rules/cloud-risk-rules.json,harness,脚本,COMMON|<代表: 源码直调 risk-rule-engine>|<证据: 规则库加载+三态判定>|<阻塞: 无>,2026-09-05,DESIGN_COVERED,COMMON,<代表: 源码直调 risk-rule-engine>,OpenCode; Codex; CodeArtsAgent; CodeArtsWork; WorkBuddy; DSH; OfficeAce; Hermes; OpenClaw; AtomCode,Windows/Linux 代表环境；macOS 若声明支持则单独举证,Node >=22；npm/npx 按 OS 记录,PowerShell（Windows）/bash（Linux）/zsh（macOS）,TTY + non-TTY,隔离 HOME + plugin 目录 + npm cache + HUAWEICLOUD_HOME fixture,stdio（适用时）；函数/fixture 层否则,按客户端记录,强断言：<证据: 规则库加载+三态判定>；保留脱敏日志、manifest、前后快照,测试负责人,需求来源与前置条件；独立 manifest；finally 清理
